Cumis,cumis,cyma,N1,c4795,f,NcA
Salvia,saluia,saluia,N1,s0226,f,NcA
Misit,misit,mitto,V3,m1143,,VmH
agnas,agnas,agna,N1,a1182,f,NcA
agnas,agnas,agna,N1,a1207,f,NcA
simplex,simplex,simplex,N3A,s1698,*,Af-
gladiatorum,gladiatorum,gladiator,N3B,g0324,m,NcC
gladiatorum,gladiatorum,gladiatus,N2/1,g0329,*,Af-
Genialis,genialis,genialis,N3A,g0183,*,Af-
paria,paria,parias,N1,p0374,m,NcA
paria,paria,pario,V1,p0410,,VmF
paria,paria,par/-is,N3A,p0286,*,Af-
Fortunatus,fortunatus,fortuno,V1,f0898,,VmF
amat,amat,amo,V1,a1705,,VmF
Ampliandam,ampliandam,amplio,V1,a1774,,VmF
Rogamus,rogamus,rogo,V1,r1472,,VmF
domina,domina,domina,N1,d0165,f,NcA
domina,domina,domino,V1,d1471,,VmF
Venus,uenus,uenus,N3B,u0331,f,NcC
Venus,uenus,uenus,N4,u0470,f,NcD
Venus,uenus,uenus,N2,u0396,f,NcB
nos,nos,nos,PR,n0773,,Pq-
mente,mente,mens,N3B,m0733,f,NcC
mente,mente,miniscor,V3,m1033,,VmH
habeas,habeas,habeo,V2,h0004,,VmG
quod,quod,qui,PR,q9410,,P7-
modo,modo,modo,I,m9610,,X--
modo,modo,modus,N2,m1190,m,NcB
interrogamus,interrogamus,interrogo,V1,i2476,,VmF
habitat,habitat,habito,V1,h0015,,VmF
castris,castris,castrum/-us,N2,c0787,1,NcB
castris,castris,castra,N1,c0787,f,NcA
Augusti,augusti,augustus,N2/1,a3492,*,Af-
sub,sub,sub,I,s2719,,X--
Rare,rare,rarus,N2/1,r0082,*,Af-
trama,trama,trama,N1,t0962,f,NcA
pondo,pondo,pondo,I,p2558,,X--
stamen,stamen,stamen,N3B,s2370,n,NcC
solus,solus,solus,N2/1,s1947,*,Af-
Mansi,mansi,mando/-or,V3,m0261,,VmH
Mansi,mansi,maneo,V2,m0273,,VmG
Mansi,mansi,maneo,V2,m0273,,VmG
Acti,acti,ago,V3,a1208,,VmH
Acti,acti,actum,N2,a9991,n,NcB
Mystice,mystice,mysticus,N2/1,m1935,*,Af-
comici,comici,comicus,N2,c2577,m,NcB
comici,comici,comicus,N2/1,c2577,*,Af-
pro,pro,pro,I,p3593,,X--
pro,pro,pro,I,p2610,,X--
nonas,nonas,nonus,N2/1,n0145,*,Ao-
nonas,nonas,nona,N1,n0177,f,NcA
Maias,maias,maea,N1,m0070,f,NcA
periit,periit,pereo,VA,p1081,,VmN
idus,idus,idus,N4,i9914,f,NcD
deliciae,deliciae,delicia,N1,d0549,f,NcA
deliciae,deliciae,delicia,N1,d0550,f,NcA
possem,possem,possum,VA,p2697,,VmN
tangere,tangere,tango,V3,t0096,,VmH
Aquaria,aquaria,aquarius,N2/1,a1289,*,Af-
Aquaria,aquaria,aquarium,N2,a1316,n,NcB
basis,basis,basis,N3B,b0170,f,NcC
basis,basis,basis,N3B,b0170,f,NcC
basis,basis,basium,N2,b0171,n,NcB
basis,basis,basus,N2/1,b0177,*,Af-
manus,manus,manus,N4,m0362,f,NcD
manus,manus,manus,N2/1,m0363,*,Af-
duas,duas,duas,N3B,d2253,f,NcC
duas,duas,dyas,N3B,d2410,f,NcC
duas,duas,do,V1,d2066,,VmF
duas,duas,duo,N2/1,d2327,*,An-
Hamas,hamas,hamo,V1,h0097,,VmF
Hamas,hamas,hama,N1,h0081,f,NcA
urceolos,urceolos,urceolus,N2,u1412,m,NcB
Candelabra,candelabra,candelabrum,N2,c0385,n,NcB
quattuor,quattuor,quattuor,N,q0166,,AnP
lucubratorium,lucubratorium,lucubratorius,N2/1,l1130,*,Af-
Lucernam,lucernam,lucerna,N1,l1076,f,NcA
unum,unum,unus,N2/1,u1136,*,An-
Hamulam,hamulam,hamula,N1,h0099,f,NcA
aeneam,aeneam,aeneus,N2/1,a2286,*,Af-
Pelvis,peluis,peluis,N3B,p0778,f,NcC
unam,unam,unus,N2/1,u1136,*,An-
basim,basim,basis,N3B,b0170,f,NcC
luterem,luterem,luter,N3B,l1239,m,NcC
Gutos,gutos,gutus,N2,g0675,m,NcB
strigiles,strigiles,strigilis,N3B,s2604,f,NcC
Ferreas,ferreas,ferreus,N2/1,f0394,*,Af-
Ferreas,ferreas,ferrea,N1,f0394,f,NcA
Marmorem,marmorem,marmoro,V1,m0404,,VmF
Februarias,februarias,februarius,N2/1,f0772,*,Af-
Quintus,quintus,quintus,N2/1,q0144,*,Ao-
Ad,ad,ad,I,a0479,,X--
Ad,ad,at,I,a0547,,X--
aedituus,aedituus,aedituus,N2,a0863,m,NcB
Myrine,myrine,myron/-um,N2,m1911,n,NcB
Fausta,fausta,faustus,N2/1,f0287,*,Af-
Ave,aue,aueo,V2,a3448,,VmG
Ave,aue,aueo,V2,a3465,,VmG
Ave,aue,auis,N3B,a3502,f,NcC
Ave,aue,auus/-os,N2,a3634,m,NcB
Ave,aue,a,I,a0001,,X--
medicus,medicus,me"dicus,N2/1,m0643,*,Af-
medicus,medicus,me'dicus,N2,m0549,m,NcB
medicus,medicus,me'dicus,N2/1,m0549,*,Af-
Apollinaris,apollinaris,apollinarius,N2/1,a2406,*,Af-
Apollinaris,apollinaris,apollinaris,N3A,a2407,*,Af-
Imperatoris,imperatoris,imperator,N3B,i0480,m,NcC
Imperatoris,imperatoris,imperatorius,N2/1,i0481,*,Af-
cacavit,cacauit,caco,V1,c0036,,VmF
Primigeniae,primigeniae,primigenius,N2/1,p3539,*,Af-
dominae,dominae,domina,N1,d0165,f,NcA
veni,ueni,ueneo,VA,u0284,,VmN
veni,ueni,uenio,V4,u0300,,VmL
veni,ueni,uenio,V4,u0300,,VmL
veni,ueni,uenus,N2,u0396,f,NcB
vico,uico,uicus,N2,u1337,m,NcB
quaere,quaere,quaero,V3,q0096,,VmH
nummulario,nummulario,nummularius,N2/1,n0665,*,Af-
nummulario,nummulario,nummularius,N2,n0665,m,NcB
Messio,messio,messio,N3B,m0856,f,NcC
Iunius,iunius,iunius,N2/1,i3222,*,Af-
Iunius,iunius,iunius,N2/1,i3222,*,Af-
cunei,cunei,cuneus,N2,c4628,m,NcB
Asseres,asseres,asser,N3B,a3138,m,NcC
Asseres,asseres,assero,V3,a3140,,VmH
Asseres,asseres,assero,V3,a3141,,VmH
exempta,exempta,eximo,V3,e1497,,VmH
stercora,stercora,stercoro,V1,s2439,,VmF
stercora,stercora,stercus,N3B,s2442,n,NcC
Proculus,proculus,proculus,N2/1,p3689,*,Af-
Salinensi,salinensi,saliniensis,N3A,s0167,*,Af-
omnibus,omnibus,omnis,N3A,o0723,*,Au-
Deius,deius,dius,N2/1,d1461,*,Af-
Deius,deius,dius,N2/1,d1461,*,Af-
signum,signum,signum,N2,s1628,n,NcB
incertum,incertum,incertus,N2/1,i0878,*,Af-
incertum,incertum,incertum,N2,i0878,n,NcB
Surus,surus,surus,N2,s3833,m,NcB
Mus,mus,mus,N3B,m1804,m,NcC
fratre,fratre,frater,N3B,f0934,m,NcC
amabiliter,amabiliter,amabilis,N3A,a1565,*,Af-
futuimus,futuimus,futuo,V3,f1265,,VmH
futuimus,futuimus,futuo,V3,f1265,,VmH
binas,binas,binus,N2/1,b0391,*,Ad-
Hyacinthus,hyacinthus,hyacinthus/-os,N2,h0665,m,NcB
fuit,fuit,sum,VA,s3436,,VaN
Rufula,rufula,rufulus,N2/1,r0877,*,Af-
Iustus,iustus,iustus,N2/1,i3087,*,Af-
Aulus,aulus,aulos/-us,N2,a3518,m,NcB
sodales,sodales,sodalis,N3A,s1863,*,Af-
Duo,duo,duo,N2/1,d2327,*,An-
fuerunt,fuerunt,sum,VA,s3436,,VaN
diu,diu,diu,I,d1466,,X--
diu,diu,diu,I,d1998,,X--
diu,diu,diuinus,N2/1,d2040,*,Y--
diu,diu,dium,N2,d2047,n,NcB
ministrum,ministrum,minister,N2,m1034,m,NcB
ministrum,ministrum,minister,N2/1,m1034,*,Af-
haberent,haberent,habeo,V2,h0004,,VmG
omnia,omnia,omnis,N3A,o0723,*,Au-
nomine,nomine,nomen,N3B,n0492,n,NcC
nomine,nomine,nomos,N2,n0507,m,NcB
nomine,nomine,nomos,N2,n0357,m,NcB
tarde,tarde,tardeo,V2,t0117,,VmG
tarde,tarde,tardus,N2/1,t0131,*,Af-
vix,uix,uix,I,u0915,,X--
foras,foras,foras,I,f0812,,X--
foras,foras,foro,V1,f0879,,VmF
eum,eum,is,PR,i2912,,P3-
exegerunt,exegerunt,exigo,V3,e1487,,VmH
persuavissime,persuauissime,persuauis,N3A,p1641,*,Af-
Consumpserunt,consumpserunt,consumo,V3,c3658,,VmH
futuere,futuere,futuo,V3,f1265,,VmH
futuere,futuere,futuo,V3,f1265,,VmH
conclave,conclaue,conclaue,N3B,c3049,n,NcC
conclave,conclaue,conchula,N1,c3004,f,NcA
consistunt,consistunt,consisto,V3,c3543,,VmH
naviculae,nauiculae,nauicula,N1,n0091,f,NcA
feliciter,feliciter,felicito,V1,f0323,,VmF
feliciter,feliciter,felix,N3A,f0327,*,Af-
Urbane,urbane,urbanus,N2/1,u1237,*,Af-
Urbane,urbane,uruo,V1,u1276,,VmF
Urbane,urbane,uruum,N2,u1278,n,NcB
suis,suis,sus/suis,N3B,s3834,2,NcC
suis,suis,suo,V3,s3459,,VmH
suis,suis,sus/suis,N3B,s3834,2,NcC
suis,suis,suus/-os,PR,s3894,*,Ps-
vivant,uiuant,uiuo,V3,u0913,,VmH
aegrotes,aegrotes,aegroto,V1,a0890,,VmF
Urso,urso,ursus,N2,u1269,m,NcB
pisu,pisu,pinso,V3,p7113,,VmH
pisu,pisu,piso,V3,p7113,,VmH
Burrus,burrus,burrus,N2/1,b0758,*,Af-
petat,petat,peto,V3,p1809,,VmH
Mansueta,mansueta,mansuesco,V3,m0317,,VmH
Mansueta,mansueta,mansueto,V1,m0319,,VmF
tene,tene,teneo,V2,t0289,,VmG
tene,tene,t,I,t0001,,X--
tene,tene,tu,PR,t1483,,Pq-
venimus,uenimus,ueneo,VA,u0284,,VmN
venimus,uenimus,uenio,V4,u0300,,VmL
venimus,uenimus,uenio,V4,u0300,,VmL
Venimus,uenimus,ueneo,VA,u0284,,VmN
Venimus,uenimus,uenio,V4,u0300,,VmL
Venimus,uenimus,uenio,V4,u0300,,VmL
cupidi,cupidi,cupidus,N2/1,c4651,*,Af-
hoc,hoc,hic,PR,h0360,,Py-
magis,magis,magis,N3B,m0096,m,NcC
magis,magis,magis,I,m0095,,X--
magis,magis,magus,N2,m0134,m,NcB
magis,magis,magus,N2/1,m0134,*,Af-
magis,magis,maga,N1,m0134,f,NcA
multo,multo,multus,N2/1,m1695,*,Af-
multo,multo,multo,V1,m1693,,VmF
multo,multo,multus,N2/1,m1695,*,Af-
multo,multo,multum,N2,m1696,n,NcB
biberes,biberes,biber,N3B,b0299,f,NcC
biberes,biberes,bibo,V3,b0311,,VmH
biberes,biberes,uiuo,V3,u0913,,VmH
singula,singula,singula,N1,s0280,f,NcA
singula,singula,singulus,N2/1,s0275,*,Ad-
Panem,panem,panis/-e,N3B,p0232,1,NcC
ofellas,ofellas,ofella,N1,o0551,f,NcA
Fusci,fusci,fuscus,N2/1,f1246,*,Af-
Est,est,sum,VA,s3436,,VaN
Est,est,e'do,VA,e0094,,VmN
Ursi,ursi,urgeo,V2,u1252,,VmG
Ursi,ursi,urgueo,V2,u1252,,VmG
Ursi,ursi,ursus,N2,u1269,m,NcB
situs,situs,sino,V3,s1756,,VmH
situs,situs,situs,N4,s1774,m,NcD
situs,situs,situs,N4,s4029,m,NcD
tunica,tunica,tunica,N1,t1745,f,NcA
tunica,tunica,tunico,V1,t1747,,VmF
Assis,assis,as/assis,N3B,a3009,m,NcC
Assis,assis,adsum,VA,a0761,,VmN
Assis,assis,as/assis,N3B,a3009,m,NcC
Assis,assis,assus,N2/1,a3108,*,Af-
Assis,assis,assa,N1,a3108,f,NcA
Assis,assis,assum,N2,a3108,n,NcB
Assis,assis,axis,N3B,a3654,m,NcC
Feliciter,feliciter,felicito,V1,f0323,,VmF
Feliciter,feliciter,felix,N3A,f0327,*,Af-
Quis,quis,quis,PR,q0198,,P4-
Quis,quis,qui,PR,q9410,,P7-
Quis,quis,queo,VA,q0178,,VmN
Iulis,iulis,iulis,N3B,i3029,f,NcC
Iulis,iulis,iulus/-os,N2,i3030,m,NcB
Iulis,iulis,iulius,N2/1,i3221,*,Af-
Nonis,nonis,nonus,N2/1,n0145,*,Ao-
Nonis,nonis,nona,N1,n0177,f,NcA
Nonis,nonis,nonussis,N3B,n0524,m,NcC
Idus,idus,idus,N4,i9914,f,NcD
nata,nata,nascor/-o,V3,n0044,,VmH
nata,nata,nata,N1,n0088,f,NcA
nata,nata,nato,V1,n0069,,VmF
Iulias,iulias,iulius,N2/1,i3221,*,Af-
Pridie,pridie,pridie,I,p3528,,X--
quidam,quidam,quidam,PR,q9202,,Pu-
ligas,ligas,ligo,V1,l0753,,VmF
pauper,pauper,pauper,N3A,p0630,*,Af-
Musicus,musicus,musicus,N2,m1824,m,NcB
Musicus,musicus,musicus,N2/1,m1824,*,Af-
Priscus,priscus,priscus,N2/1,p3576,*,Af-
Glaucus,glaucus,glaucus,N2,g0361,m,NcB
Glaucus,glaucus,glaucus,N2/1,g0361,*,Af-
Amethyste,amethyste,amethystus/-os,N2,a1668,f,NcB
socio,socio,socio/-or,V1,s1852,,VmF
socio,socio,socius,N2/1,s1844,*,Af-
socio,socio,socius,N2,s1844,m,NcB
acceptum,acceptum,accipio,V5,a0275,,VmM
acceptum,acceptum,accipio,V5,a0275,,VmM
acceptum,acceptum,acceptum,N2,a8917,n,NcB
Vinum,uinum,uinum/-us,N2,u0729,1,NcB
domino,domino,dominus,N2,d0210,m,NcB
domino,domino,domino,V1,d1471,,VmF
semis,semis,semis,N3B,s1133,m,NcC
semis,semis,semus,N2/1,s8195,*,Af-
Nigro,nigro,niger,N2/1,n0291,*,Af-
Nigro,nigro,nigrum,N2,n0291,n,NcB
Nigro,nigro,nigro,V1,n0301,,VmF
Capitoni,capitoni,capito,N3B,c0516,m,NcC
factum,factum,facio,V5,f0048,,VmM
factum,factum,facio,V5,f0048,,VmM
factum,factum,factus,N4,f9201,m,NcD
factum,factum,factum,N2,f9201,n,NcB
pane,pane,panis/-e,N3B,p0232,1,NcC
pane,pane,panis/-e,N3B,p0232,1,NcC
pane,pane,panus,N2,p0262,m,NcB
pane,pane,pa,N,p0002,,Y--
vim,uim,uis,N3B,u0804,,NcC
Sturnus,sturnus,sturnus,N2,s2683,m,NcB
numero,numero,numero,I,n0659,,X--
numero,numero,numero,V1,n0658,,VmF
numero,numero,numerus,N2,n0662,m,NcB
Asas,asas,ara,N1,a2625,f,NcA
Anaticulas,anaticulas,anaticula,N1,a1898,f,NcA
Satura,satura,satur/-us,N2/1,s0445,*,Af-
Satura,satura,satura,N1,s0446,f,NcA
Satura,satura,saturo,V1,s0454,,VmF
Satura,satura,sero,V3,s1384,,VmH
glaber,glaber,glaber/glabrus,N2/1,g0314,*,Af-
Salarius,salarius,salarius,N2/1,s0144,*,Af-
Salarius,salarius,salarius,N2/1,s0144,*,Af-
Salarius,salarius,salarius,N2,s0144,m,NcB
