1192,asellam,review
1185,atavus,review
1203,attium,review
1230,brut(t)idi,review
1187,"caduceus, caducei",review
1170,"caseus, casea, caseum",review
1238,cominiaes,review
1206,"cristatus, cristata, cristatum",review
1181,"delineo, delineare",review
1195,"externus, externa, externum",review
1208,fascia,noun
1214,herculis,noun
1211,"induo, induere",review
1229,iudex,review
1182,"labrum, labri",noun
1169,lardi,review
1236,linia,review
1218,"merces, mercedis",noun
1237,methe,review
1167,nihil,noun
1210,"ocrea, ocreae",review
1171,"oleum, olei",noun
1204,pedicaris,review
1213,"pello, pellere",review
1222,"pes, pedis",noun
1176,"prospicio, prospicere",review
1166,"puellaris, puellariis",review
1226,"pugno, pugnare",review
1197,"ramus, rami",noun
1228,"remus, remi",review
1202,"rogo, rogare",verb
1220,"rostrum, rostri",noun
1183,rru,review
1174,rub,review
1173,rubenses,review
1193,saufei,review
1207,sicaque,review
1231,stas,review
1172,suarius,review
1209,subligaculum,review
1279,ιζ,review
1280,κζ,review
1286,ciλ,review
1288,δεργιαχαι,review
1289,καντρια,review
1300,ɔ,review
1307,ìn,verb
1315,venì,review
1317,vìco,review
1322,abonius,review
1277,"ager, agri",review
1253,albanius,review
1239,atellana,review
1309,augustiana,review
1255,aurelius,review
1271,cai,review
1327,"caupo, cauponis",review
1264,cent(uria)rum,review
1240,chrestum,review
1269,co(c)co,review
1254,"communis, communiis",adjective
1248,concordo,review
1241,"cor, cordis",noun
1308,"curia, curiae",noun
1265,"decimus, decima, decimum",adjective
1314,dominae:,noun
1274,"domus, domus",noun
1257,elencia,review
1278,em(p)tu(s),review
1282,felicio,review
1326,"filius, filii",noun
1272,flo,review
1291,galeata,review
1273,"libro, librare",noun
1276,lol(l)i,review
1310,mammium,review
1319,messio,review
1281,nonio,review
1256,"nonus, nona, nonum",adjective
1263,"numerus, numeri",noun
1320,nummularius,noun
1299,phalli,review
1245,pompeiana,review
1246,"propitio, propitiare",review
1325,publi,review
1258,quartio,review
1321,sabidia,review
1268,sagenio,review
1247,semper,adverb
1259,"sterno, sternere",review
1267,t(h)raso,review
1324,thraex,adjective
1270,trifolium,review
1318,tyaniano,review
1243,"uterque, utraque, utrumque",adjective
1242,utreis,review
1260,"venustus, venusta, venustum",review
1334,σαβίνιο,review
1384,ὀνέϲιμοϲ,review
1385,ευνυϲ,review
1354,((denarium)),review
1357,((denarium?)),review
1335,((s,review
1353,ac(ce)pi,conjunction
1374,"alo, alere",review
1380,"aptus, apta, aptum",review
1331,aulus,review
1382,"barbatus, barbata, barbatum",adjective
1336,caes,review
1346,"capio, capere",review
1359,"caro, carnis",review
1332,ccassa,review
1329,"clipeus, clipea, clipeum",review
1392,"conclave, conclavis",review
1393,"consisto, consistere",review
1373,conuerto,review
1386,cornelius,adjective
1381,crocal,review
1405,deduxistis,review
1387,faventinus,review
1415,"flamma, flammae",noun
1356,gavi,review
1410,geneis,review
1347,heleusinae,review
1394,herculanenses,review
1406,"ignis, ignis",noun
1417,"incendo, incendere",review
1399,iucundus,adjective
1413,"lacrima, lacrimae",review
1409,largificatis,review
1396,"liberalis, liberaliis",review
1360,mar,review
1379,mo,review
1395,navicula,review
1400,neptunal,review
1340,nicephor,review
1339,nonnius,review
1407,ob,preposition
1330,oblongus,review
1403,"oculus, oculi",noun
1352,omr,review
1416,"os, ossis",noun
1363,paenula,review
1364,"palliolum, pallioli",review
1398,palmo,review
1355,porcina,review
1411,porro,adverb
1412,possum,verb
1404,postquam,conjunction
1351,purmentarium,review
1342,quicti,review
1383,raur,review
1414,restinguo,review
1418,tabificantque,review
1388,"tonsor, tonsoris",review
1390,tu,pronoun
1367,"utor, uti",review
1408,"vester, vestra, vestrum",adjective
1402,"vis, vi",noun
1487,φιλιππε,review
1494,βομβύκιον,review
1450,((s)),review
1483,aestost,review
1511,"ago, agere",verb
1505,"amator, amatoris",noun
1419,"animus, animi",noun
1445,ano,review
1453,antiochus,review
1500,ascula,review
1424,atque,conjunction
1448,attine,review
1489,augurus,review
1488,"balbus, balba, balbum",review
1443,batacaris,review
1423,binet,review
1492,caio,review
1473,ceio,review
1481,conglacio,review
1457,cruppac,review
1509,"cupio, cupere",verb
1454,cythera,review
1479,"diva, divae",adjective
1434,dorcas,review
1458,"dos, dotis",review
1508,"eo, ire",adverb
1449,exsetri,review
1433,f,review
1469,facia]m,review
1490,flavia,review
1439,"fortuna, fortunae",noun
1503,"hilaris, hilariis",review
1484,huc,adverb
1466,"incendium, incendii",noun
1426,"legio, legionis",review
1472,licet,verb
1491,lingo,review
1461,"macer, macra, macrum",review
1507,magiius,review
1495,maia,review
1425,"miles, militis",noun
1427,"mulier, mulieris",noun
1512,"natus, nati",participle
1429,nisi,conjunction
1477,"nox, noctis",noun
1467,participo,review
1444,pedicavero,review
1496,"pereo, perire",review
1455,pompeiis,review
1442,"pono, ponere",review
1474,pupa,review
1421,quovis,pronoun
1441,"ratio, rationis",noun
1486,rusatia,review
1428,"scio, scire",verb
1431,ses,review
1468,si,conjunction
1440,sic,adverb
1499,"stamen, staminis",review
1504,"sturnus, sturni",review
1420,tiburtinus,review
1470,"trado, tradere",verb
1498,trama,review
1471,uti,conjunction
1510,"vado, vadere",review
1465,"vicinus, vicini",review
1447,"victor, victoris",noun
1522,xuiiiì,review
1539,δίδωμι,verb
1579,hʾys¹,review
1586,αβγ,review
1551,agrippa,review
1546,alleius,review
1569,ante,preposition
1599,aphrodite,review
1530,apriculus,review
1547,astragalus,review
1516,attilio,review
1597,"augeo, augere",review
1587,augu,review
1556,caii,review
1517,casellio,review
1560,ceacli,review
1601,cerial,review
1595,clim,review
1554,co(n)s(ulibus),review
1574,comperendinaverunt,review
1523,conticu,review
1548,"curator, curatoris",review
1591,"debeo, debere",verb
1570,"dies, diei",noun
1550,eidus,review
1604,"equito, equitare",review
1524,eremus,review
1602,euche,review
1583,eueno,review
1596,"fortis, fortiis",adjective
1571,geryones,review
1557,helenium,review
1567,hispanus,review
1518,infelicia,review
1600,"ipse, ipsis, ipsis",pronoun
1568,iutto,review
1588,mercurius,noun
1544,"meus, mea, meum",adjective
1581,nn,review
1580,ny,review
1576,"parma, parmae",review
1592,pittacius,review
1543,"propero, properare",review
1545,sava,review
1536,"saxum, saxi",review
1565,scava,review
1521,"scribo, scribere",review
1563,secus,review
1566,sedulatus,review
1573,seni,review
1593,"sequor, sequi",review
1561,sex,numeral
1577,shb,review
1525,siqua,pronoun
1564,"sitio, sitire",review
1553,statilius,noun
1552,titus,noun
1529,"togatus, togata, togatum",review
1572,trimembres,review
1558,"turma, turmae",review
1584,"ulciscor, ulcisci",review
1549,usque,adverb
1562,valer,review
1598,vectiga,review
1513,"voco, vocare",review
1594,volumnius,review
1578,w,review
1514,zephyros,review
1606,λιβερᾶλις,review
1634,κληβιχν,review
1644,μουσαῖος,review
1645,ἐνθάδε,adverb
1646,βινέω,review
1647,φακι,review
1648,λιαβιχτλ,review
1655,ἀλέξανδρος,noun
1656,κυνικὸς,review
1657,φιλόσοφος,review
1658,εἶδον,verb
1659,ποταμός,noun
1660,φερομένην,review
1661,εἶπεν·,verb
1662,ἀφίημι,review
1663,φέρεσσθαι<span,review
1664,φέρεσθαι,review
1665,κακ⌜ὸ⌝ν,review
1666,κα`κοῦ´,review
1667,κιυς,review
1672,πρόκλάω,review
1670,"alo, alere",review
1650,"barbatus, barbata, barbatum",adjective
1654,"bonus, bona, bonum",adjective
1632,"bracchium, bracchii",review
1680,"brevis, breviis",adjective
1629,"crux, crucis",review
1621,"emo, emere",verb
1631,exter,review
1669,"gallus, galli",noun
1677,gubernatore)),review
1681,"hasta, hastae",noun
1614,intersectae,review
1622,k,review
1608,lanterna,review
1653,ligaria,review
1637,ma,review
1674,"malo, malere",verb
1618,medusae,review
1630,orbiculis,review
1641,"pes, pedis",noun
1627,"procumbo, procumbere",review
1626,quasi,adverb
1676,remi,noun
1640,"rotundus, rotunda, rotundum",review
1612,"rudis, rudis",adjective
1679,samnes,review
1639,scarabei,review
1624,"sica, sicae",noun
1652,t,review
1616,tm,review
1620,"totus, tota, totum",adjective
1675,"velum, veli",review
1698,μiiροαβ,review
1724,scaudì,review
1772,i̅i̅i̅i̅,verb
1727,"aedituus, aeditui",review
1775,aemilius,review
1737,algemus,review
1765,"alica, alicae",review
1752,anatolii,review
1731,armaturiis,review
1764,atilius,review
1692,caniu,review
1738,"castus, casta, castum",review
1763,clappo,review
1713,cominius,review
1687,cosmus,review
1743,"decus, decoris",noun
1716,februarius,review
1742,"firmus, firma, firmum",review
1761,h,review
1728,heribus,review
1690,"iaculus, iacula, iaculum",review
1753,ionicus,review
1707,irrius,review
1755,is,pronoun
1744,"iustus, iusta, iustum",adjective
1741,kalends,review
1767,lacaenae,review
1708,"lepidus, lepida, lepidum",review
1730,licintus,review
1706,lucianus,review
1750,"lucidus, lucida, lucidum",review
1705,"magister, magistri",noun
1774,manio,review
1686,meientem,review
1729,miscellus,review
1688,oppi,review
1685,phallum,review
1746,pier,review
1694,plataco,review
1717,"pomum, pomi",noun
1769,roma,noun
1721,romanus,adjective
1751,"rus, ruris",noun
1745,russus,review
1770,sextus,adjective
1711,stabulis,review
1747,stellio,review
1695,turuda,review
1715,utica,review
1719,vadavo,review
1722,"ver, veris",review
1718,vibidi,review
1720,victorie,review
1734,"video, videre",verb
1691,"vulnero, vulnerare",review
1740,xui((semis)),review
1768,(accepit),review
1789,ì,review
1840,callìdrome,review
1824,aegle,review
1866,africa,review
1838,"amor, amoris",noun
1780,anedia,review
1843,"apex, apicis",review
1844,"ara, arae",review
1819,aristo,review
1830,atillius,review
1834,"bellum, belli",adjective
1845,benius,review
1815,caecilius,review
1836,cerrinius,review
1787,co,review
1812,coliatius,review
1826,collatius,review
1794,comnis,review
1864,condisco,review
1804,"corpus, corporis",noun
1853,december,noun
1865,"doleo, dolere",review
1842,extabant,review
1788,"filia, filiae",noun
1805,"fundo, fundare",review
1816,fututor,review
1871,hinc,adverb
1822,hus,review
1784,hymnus,review
1855,ias,review
1803,ingens,adjective
1813,"matrona, matronae",noun
1835,"mos, moris",noun
1821,mulierarianus,review
1861,myrtum,review
1778,nico,review
1831,"no, nare",review
1798,novembris,noun
1814,ocea,review
1795,olithus,review
1797,ovius,review
1841,phryges,review
1792,polycarpus,review
1799,"prior, priiis",adjective
1854,"puella, puellae",noun
1807,punicus,review
1801,quam,pronoun
1779,quintilius,review
1796,"rectus, recta, rectum",adjective
1833,"restituo, restituere",review
1863,"rusticus, rustici",noun
1839,"sapio, sapere",review
1859,sarnensis,review
1851,scordopordonicus,review
1802,septem,numeral
1860,socius,review
1849,"sollemnis, sollemniis",review
1837,"spes, spei",noun
1869,"summus, summa, summum",review
1867,tatius,review
1829,"tropaeum, tropaei",review
1820,"verus, vera, verum",adjective
1817,virilio,review
1852,volo,verb
1908,futuìt,review
1909,voluìt,review
1926,tìtì,review
1935,miccìo,review
1936,cìocìo,review
1938,cacantì,review
1941,mìccio,pronoun
1872,(de)t(ractis),review
1876,"aequus, aequa, aequum",adjective
1916,"ater, atra, atrum",review
1920,aviani,review
1929,cacavit,review
1907,cadia,review
1933,"caedo, caedere",review
1958,"caelum, caeli",noun
1904,caphiso,review
1913,cento,review
1922,"comicus, comica, comicum",review
1939,"confringo, confringere",review
1943,"considero, considerare",verb
1957,cuproniusepol,review
1902,cyli,review
1899,"deduco, deducere",review
1930,deius,review
1891,"deus, dei",noun
1952,"dimico, dimicare",review
1918,dom,review
1959,"equito, equitare",review
1956,eunomus,review
1965,felicitius,review
1905,futuerunt,review
1882,homulo,review
1923,icui,review
1931,ilia,review
1927,"imperator, imperatoris",noun
1896,inauro,review
1950,inter,preposition
1962,issa,review
1895,iulis,review
1911,iuvaris,review
1874,lasius,review
1886,magonius,review
1925,"medicus, medici",noun
1955,messenius,review
1910,mur,review
1890,nos,pronoun
1961,optume,review
1940,"pera, perae",review
1903,philetero,review
1947,pomponi,review
1894,"procurator, procuratoris",noun
1954,puteolani,review
1889,quadro,noun
1877,sacomata,review
1873,salinensi,review
1901,sav,review
1953,"sero, serere",adverb
1878,"sino, sinere",review
1892,"statio, stationis",review
1942,"status, status",review
1944,"sto, stare",verb
1951,sui,adjective
1880,theloate,review
1960,unguentarius,noun
1898,"usura, usurae",review
1900,veruicius,review
1887,vesbinus,review
1883,vesuvius,review
1998,βινεῖς,review
2012,acastus,review
1993,admiror,review
2037,"agna, agnae",noun
2002,amonius,review
2059,"anaticula, anaticulae",review
2058,asas,review
2018,"assero, asserere",review
2032,aug,review
2011,burrenio,review
1995,"cado, cadere",noun
1982,caesius,review
2021,castalo,review
2045,"cauda, caudae",noun
1969,"centurio, centurionis",noun
2040,cima,review
2043,"clavus, clavi",review
1966,col((denarius)),review
2056,etsi,conjunction
1991,"eximo, eximere",review
1990,iar,review
2029,innectebis,review
2023,"inops, inoiis",adjective
2036,iterum,adverb
2016,"iuro, iurare",verb
2020,lal,review
1973,"ligo, ligare",review
2030,mansueto,review
1974,max,review
2042,memmius,review
1997,"mimus, mimi",review
2057,miserus,review
2035,"mitto, mittere",verb
2048,musa,review
2054,mysine,review
2041,nempius,review
2038,o,exclamation
1970,oceanus,review
1979,paeonia,review
1994,"pario, parere",review
1972,"pauper, paupiis",noun
2060,pleia,review
1978,pompeianus,review
2033,quant,review
1971,quidam,pronoun
2019,raris,review
2028,"redeo, redire",review
2050,ritius,review
1996,"ruina, ruinae",noun
2047,sauf,review
2014,seciolo,review
2013,sentus,review
2004,sequanus,review
2003,seruilius,review
2039,"simplex, simpliis",review
2034,spleia,review
1992,stercoro,review
2031,"teneo, tenere",verb
2027,us,review
2001,valerius,review
2049,"victrix, victriis",review
2007,viriod,review
2000,viriotal,review
2046,voltini,review
2065,pomponí,review
2067,ní,adverb
2062,((signa,review
2106,(rationis),review
2092,Caius,review
2093,Iunius,review
2084,acuo,review
2113,"aegroto, aegrotare",review
2142,aio,review
2072,"anus, anus",review
2061,apeleis,review
2112,"aqua, aquae",noun
2075,aquiti,review
2137,"bellicus, bellica, bellicum",review
2151,"bellus, bella, bellum",adjective
2081,bucolus,review
2095,casium,review
2097,charca,review
2147,"condo, condere",review
2083,corydon,review
2107,d,review
2114,dasius,review
2102,"eques, equitis",noun
2134,"erro, errare",review
2094,"facilis, faciliis",adjective
2153,fadius,review
2063,"familia, familiae",noun
2066,"faustus, fausta, faustum",review
2131,glaucus,review
2064,ia,review
2078,irrumo,review
2144,locaris,review
2138,luculentissime,review
2070,"mando, mandare",review
2074,"memino, meminere",review
2132,mille,numeral
2076,"mors, mortis",noun
2071,"munus, muneris",noun
2105,murmillo,review
2127,"musicus, musica, musicum",review
2152,nasso,review
2082,"nosco, noscere",review
2101,"onustus, onusta, onustum",review
2148,popidi,review
2103,sagatus,review
2079,sed,conjunction
2133,siculis,review
2087,sittius,review
2121,"stella, stellae",noun
2098,syron,review
2077,taeduisti,review
2110,"tango, tangere",review
2104,thraex,adjective
2136,thymiaterion,review
2145,tum?,adverb
2119,"uxor, uxoris",noun
2090,ven,review
2099,venivit,review
2117,"viator, viatoris",noun
2089,vicccm,review
2073,"vita, vitae",noun
2164,μεζηθικλλι,review
2177,συνέρως,review
2178,ἄπαις,noun
2179,s¹lm,review
2183,gs²m,review
2207,ʾnʿm,review
2212,s²ms¹rm,review
2157,"acutus, acuta, acutum",adjective
2222,"aedilis, aedilis",noun
2195,ampliandam,review
2175,anthus,review
2185,"arma, armorum",noun
2186,assuesco,review
2182,b,review
2174,"calo, calonis",review
2193,chreston,review
2167,coelius,review
2188,"confirmo, confirmare",review
2238,"crus, cruris",noun
2176,cusini,review
2197,"domina, dominae",noun
2158,"duco, ducere",review
2228,eleusinae,review
2156,epaphra,review
2246,epaphrodite,review
2233,"fero, ferre",verb
2155,hermulus,review
2200,"interrogo, interrogare",review
2194,ipsime,review
2203,ita,adverb
2223,"iuvenalis, iuvenaliis",review
2208,kz,review
2163,lentulus,noun
2244,medicavit,review
2198,"mens, mentis",noun
2162,messalla,review
2199,modo,adverb
2219,musicz,review
2215,nautilus,review
2192,nica,review
2172,"oro, orare",verb
2232,"palma, palmae",review
2241,papiri,review
2184,"permulceo, permulcere",review
2160,"pretium, pretii",noun
2169,pridie,adverb
2189,prosper,review
2230,provocator,review
2204,quare,adverb
2202,rufus,adjective
2210,scyphus,review
2161,singuli,adjective
2216,"sodalis, sodalis",review
2220,"suavis, suaviis",review
2191,syntrophus,review
2201,tertianus,review
2217,tiberius,review
2159,tychen,review
2168,ugoni,review
2187,"umerus, umeri",review
2231,veneri,review
2196,veneriam,review
2190,"veto, vetare",review
2171,"vir, i",noun
2170,(no)nas,review
2251,viλianio,review
2255,deìnde,review
2256,domì,review
2262,planì,review
2274,gaud`i´ani,review
2283,contìquere,review
2285,messìo,review
2318,surì,review
2335,ìas,review
2308,ammonium,review
2332,antonius,noun
2278,"asinus, asini",noun
2295,aut,conjunction
2340,barnaee,review
2333,beliatus,review
2317,"causa, causae",noun
2327,co(n)s(ul),review
2342,"commeatus, commeatus",noun
2280,commiseresce,review
2326,"consul, consulis",noun
2263,"cunnus, cunni",review
2254,cur,adverb
2282,de,preposition
2341,edo,review
2300,eu,review
2277,faenum,noun
2288,felicia,review
2252,fellatrix,review
2281,"flos, floris",review
2267,glaber,review
2316,"honor, honorem",noun
2323,maledixi,review
2275,marcellus,review
2258,marcilis,review
2337,muscario,review
2345,nam,conjunction
2328,narcissus,review
2271,neronianus,review
2306,nicedius,review
2311,novembres,review
2339,nuelas,review
2265,or,review
2314,"ornamentum, ornamenti",review
2334,other,review
2322,paganus,review
2302,pedicat,review
2313,petilus,review
2259,phosphorus,review
2257,pitamnus,review
2310,plotium,review
2312,"praebeo, praebere",review
2279,proculis,review
2272,"pudor, pudoris",noun
2268,rusiunnae,review
2307,seruius,review
2315,silo,review
2336,"tabula, tabulae",noun
2344,"tempus, temporis",noun
2324,testifico,review
2330,tiber,review
2331,vcq,review
2309,vetio,review
2371,fu`tu´ere,review
2401,μολα,review
2402,φουτουτρις,review
2405,εὐφημέω,review
2406,παίδιον,review
2407,παῖς,noun
2411,πολυπου,review
2412,δέκα,numeral
2413,ἐπί,preposition
2414,ρ,review
2415,πρὼ,review
2416,γαμέω,verb
2417,πίνω,review
2418,ηνην,review
2421,ἀφροδίσιος,review
2427,ανακας,review
2428,α,adjective
2429,πρης,review
2430,λυω,review
2432,ουδεννος,review
2436,ζητη,review
2437,λυκο,review
2438,ωδε,review
2440,εω,review
2372,((sestertii)),review
2352,apsyrtus,review
2398,bini,review
2397,bis,adverb
2376,branc,review
2377,broc,review
2374,burrus,review
2369,"consumo, consumere",review
2383,"continuo, continuare",adverb
2361,diu,adverb
2393,erga,review
2368,"exigo, exigere",review
