Marcus,marcus,marcus,N2,m0944,m,NcB
Sextius,sextius,sextus,N2/1,s1541,*,Ao-
bene,bene,bene,I,b0256,,X--
bene,bene,b,I,b0000,,X--
bene,bene,bee,I,b0199,,X--
Sollemnes,sollemnes,sollemnis,N3A,s0564,*,Af-
Castrensis,castrensis,castrensis,N3A,c0793,*,Af-
quisquis,quisquis,quisquis,PR,q9211,,P2-
cathedra,cathedra,cathedra,N1,c0885,f,NcA
Magnus,magnus,magnus,N2/1,m0132,*,Af-
suae,suae,suus/-os,PR,s3894,*,Ps-
domina,domina,domina,N1,d0165,f,NcA
domina,domina,domino,V1,d1471,,VmF
modo,modo,modo,I,m9610,,X--
modo,modo,modus,N2,m1190,m,NcB
sunt,sunt,sum,VA,s3436,,VaN
Quota,quota,quotus,PR,q0323,*,P5-
capita,capita,capitum,N2,c0523,n,NcB
capita,capita,caput,N3B,c0592,n,NcC
quadrua,quadrua,quadruus,N2/1,q0094,*,Af-
sella,sella,sella,N1,s0977,f,NcA
dina,dina,diuinus,N2/1,d2040,*,Af-
vix,uix,uix,I,u0915,,X--
Anthis,anthis,anthus,N2,a2208,m,NcB
Fortunate,fortunate,fortuno,V1,f0898,,VmF
Fortunate,fortunate,fortuno,V1,f0898,,VmF
Marci,marci,marcus,N2,m0377,m,NcB
Marci,marci,marcus,N2,m0944,m,NcB
vera,uera,uera,N1,u0342,f,NcA
vera,uera,uer,N3B,u0342,n,NcC
vera,uera,uero,V1,u0410,,VmF
vera,uera,ue'rum,N2,u0462,n,NcB
vera,uera,uerus,N2/1,u0469,*,Af-
vera,uera,ue"rum,N2,u8133,n,NcB
pateris,pateris,patera,N1,p0551,f,NcA
pateris,pateris,patior/-io,V5,p0566,,VmM
nos,nos,nos,PR,n0773,,Pq-
futuere,futuere,futuo,V3,f1265,,VmH
futuere,futuere,futuo,V3,f1265,,VmH
Lucrio,lucrio,lucrio,N3B,l1108,m,NcC
Lucrio,lucrio,lucrius,N2/1,l1110,*,Af-
Faustus,faustus,faustus,N2/1,f0287,*,Af-
Acetabula,acetabula,acetabulum/-us,N2,a0356,1,NcB
semis,semis,semis,N3B,s1133,m,NcC
semis,semis,semus,N2/1,s8195,*,Af-
acetabula,acetabula,acetabulum/-us,N2,a0356,1,NcB
fututor,fututor,fututor,N3B,f1267,m,NcC
Felicula,felicula,filicula,N1,f0535,f,NcA
verna,uerna,uerna,N1,u0395,m,NcA
verna,uerna,uerno/-or,V1,u0406,,VmF
verna,uerna,uernus,N2/1,u0409,*,Af-
verna,uerna,uernum,N2,u0409,n,NcB
Nonas,nonas,nonus,N2/1,n0145,*,Ao-
Nonas,nonas,nona,N1,n0177,f,NcA
paenulam,paenulam,paenula,N1,p0018,f,NcA
Iulias,iulias,iulius,N2/1,i3221,*,Af-
posita,posita,pono,V3,p2562,,VmH
palliolum,palliolum,palliolum,N2,p0121,n,NcB
deduxit,deduxit,deduco,V3,d0323,,VmH
usura,usura,utor/-o,V3,u1333,,VmH
usura,usura,usura,N1,u1334,f,NcA
asses,asses,as/assis,N3B,a3009,m,NcC
asses,asses,asso,V1,a3183,,VmF
asses,asses,axis,N3B,a3654,m,NcC
Aulus,aulus,aulos/-us,N2,a3518,m,NcB
Sexto,sexto,sextus,N2/1,s1541,*,Ao-
bellis,bellis,bellis,N3B,b0238,f,NcC
bellis,bellis,bellis,N3B,b0238,f,NcC
bellis,bellis,bellum,N2,b0244,n,NcB
bellis,bellis,bellus,N2/1,b0245,*,Af-
moribus,moribus,mos,N3B,m1442,m,NcC
Panem,panem,panis/-e,N3B,p0232,1,NcC
Matris,matris,mater,N3B,m0448,f,NcC
caelo,caelo,caelo,V1,c0104,,VmF
caelo,caelo,caelum/-us,N2,c0105,1,NcB
caelo,caelo,caelum,N2,c9105,n,NcB
equitat,equitat,equito,V1,e0838,,VmF
Pacatus,pacatus,paco,V1,p0022,,VmF
vexillum,uexillum,uexillum/-us,N2,u0556,1,NcB
hic,hic,hic,PR,h0360,,Py-
Urbanus,urbanus,urbanus,N2/1,u1237,*,Af-
lusit,lusit,ludo,V3,l1157,,VmH
Idus,idus,idus,N4,i9914,f,NcD
decembres,decembres,december,N3A,d0145,*,Af-
Icare,icare,ico,V3,i0057,,VmH
nec,nec,nec,I,n0149,,X--
Communis,communis,communio,V4,c2746,,VmL
Communis,communis,communis,N3A,c4552,*,Af-
Communis,communis,commune,N3B,c4577,n,NcC
Verpa,uerpa,uerpa,N1,u0413,f,NcA
Verpa,uerpa,uerpus,N2/1,u0413,*,Af-
quae,quae,quis,PR,q0198,,P4-
quae,quae,qui,PR,q9410,,P7-
leges,leges,lego,V1,l0495,,VmF
leges,leges,lego,V3,l0496,,VmH
leges,leges,lex,N3B,l0648,f,NcC
istuc,istuc,istic/iste,PR,i2947,,Py-
scriptor,scriptor,scriptor,N3B,s0768,m,NcC
scriptor,scriptor,scripto,V1,s0766,,VmF
fidenter,fidenter,fido,V3,f0502,,VmH
ubique,ubique,ubique,I,u0167,,X--
Militibus,militibus,miles,N3B,m0974,m,NcC
habenda,habenda,habeo,V2,h0004,,VmG
fortunati,fortunati,fortuno,V1,f0898,,VmF
Vos,uos,uos,PR,u1223,,Pq-
annis,annis,annus,N2,a2077,m,NcB
annis,annis,a"nus,N2,a2292,m,NcB
Gnome,gnome,gnome,N1,g0455,f,NcA
Gnome,gnome,gnome,N1,g0455,f,NcA
Numerus,numerus,numerus,N2,n0662,m,NcB
Iulius,iulius,iulius,N2/1,i3221,*,Af-
Iulius,iulius,iulius,N2/1,i3221,*,Af-
Decimus,decimus,decimus,N2,d1059,m,NcB
Decimus,decimus,decimus,N2/1,d0935,*,Ao-
loco,loco,loco,V1,l0965,,VmF
loco,loco,locus,N2,l0360,m,NcB
loco,loco,locum,N2,l0379,n,NcB
habeo,habeo,habeo,V2,h0004,,VmG
Trifolio,trifolio,trifolium,N2,t1257,n,NcB
Flavi,flaui,flauus,N2/1,f0658,*,Af-
Flavi,flaui,flo,V1,f0679,,VmF
librari,librari,li'brarius,N2/1,l0704,*,Af-
librari,librari,librarius,N2,l0704,m,NcB
librari,librari,librarium,N2,l0704,n,NcB
librari,librari,li"brarius,N2/1,l9881,*,Af-
librari,librari,libro,V1,l0711,,VmF
domus,domus,domus,N4,d2164,f,NcD
domus,domus,domus,N2,d2164,f,NcB
emptus,emptus,emo,V3,e0479,,VmH
emptus,emptus,emptus,N4,e9972,m,NcD
ager,ager,ager,N2,a1137,m,NcB
signum,signum,signum,N2,s1628,n,NcB
Augustis,augustis,augustus,N2/1,a3492,*,Af-
Praefecto,praefecto,praeficio,V5,p2985,,VmM
Praefecto,praefecto,praefectus,N2,p9943,m,NcB
felices,felices,felix,N3A,f0327,*,Af-
felices,felices,filix,N3B,f0539,f,NcC
sumus,sumus,sum,VA,s3436,,VaN
valeamus,ualeamus,ualeo,V2,u0050,,VmG
Anthus,anthus,anthus,N2,a2208,m,NcB
quaesita,quaesita,quaero,V3,q0096,,VmH
quaesita,quaesita,quaesitum,N2,q9327,n,NcB
dies,dies,dies,N5,d1378,2,NcE
Primigenia,primigenia,primigenius,N2/1,p3539,*,Af-
sequere,sequere,sequor/-o,V3,s1348,,VmH
Prima,prima,primus,N2/1,p3562,*,Ao-
Prima,prima,primum,N2,p0665,n,NcB
Narcissus,narcissus,narcissus,N2,n0024,m,NcB
hac,hac,hic,PR,h0360,,Py-
sitiens,sitiens,sitio,V4,s1804,,VmL
Asses,asses,as/assis,N3B,a3009,m,NcC
Asses,asses,asso,V1,a3183,,VmF
Asses,asses,axis,N3B,a3654,m,NcC
Verus,uerus,ueru,N4,u0462,n,NcD
Verus,uerus,uerus,N2/1,u0469,*,Af-
Semis,semis,semis,N3B,s1133,m,NcC
Semis,semis,semus,N2/1,s8195,*,Af-
Crescens,crescens,cresco,V3,c4331,,VmH
Paris,paris,par/-is,N3A,p0286,*,Af-
Paris,paris,pario,V5,p0411,,VmM
Paris,paris,parrus,N2,p0288,m,NcB
Mus,mus,mus,N3B,m1804,m,NcC
Amandus,amandus,amo,V1,a1705,,VmF
Feliciter,feliciter,felicito,V1,f0323,,VmF
Feliciter,feliciter,felix,N3A,f0327,*,Af-
assem,assem,as/assis,N3B,a3009,m,NcC
assem,assem,asso,V1,a3183,,VmF
assem,assem,axis,N3B,a3654,m,NcC
Quid,quid,quis,PR,q0198,,P4-
extabant,extabant,exsto,V1,e1795,,VmF
apex,apex,apex,N3B,a2331,m,NcC
agit,agit,ago,V3,a1208,,VmH
dexter,dexter,dexter,N2/1,d0000,*,Af-
Inops,inops,inops,N3A,i1897,*,Af-
Spuri,spuri,spurius,N2/1,s2308,*,Af-
Spuri,spuri,spurius,N2,s2308,m,NcB
Spuri,spuri,spurium,N2,s2308,n,NcB
filia,filia,filia,N1,f0528,f,NcA
conveniunt,conueniunt,conuenio,V4,c3872,,VmL
huc,huc,huc,I,h0360,,X--
Fortunatus,fortunatus,fortuno,V1,f0898,,VmF
Primus,primus,primus,N2/1,p3562,*,Ao-
Eo,eo,eo,VA,e0655,,VmN
Eo,eo,is,PR,i2912,,P3-
Iucundus,iucundus,iucundus,N2/1,i2989,*,Af-
Lucidae,lucidae,lucidus,N2/1,l1086,*,Af-
December,december,december,N3A,d0145,*,Af-
prius,prius,prior,N3A,p3572,*,Af-
Nec,nec,nec,I,n0149,,X--
quam,quam,qui,PR,q9410,,P7-
absistit,absistit,absisto,V3,a0169,,VmH
ingentia,ingentia,ingens,N3A,i1689,*,Af-
septem,septem,septem,N,s1272,,AnP
corpora,corpora,corporo,V1,c4086,,VmF
corpora,corpora,corpus,N3B,c4091,n,NcC
victor,uictor,uictor,N3B,u0614,m,NcC
fundat,fundat,fundo,V3,f1176,,VmH
fundat,fundat,fundo,V1,f1177,,VmF
mille,mille,mille,N,m0992,,AnP
mille,mille,mille,N,m0992,,NnP
mille,mille,millus,N2,m0663,m,NcB
meis,meis,meus,PR,m0919,*,Ps-
meis,meis,meum,N2,m0920,n,NcB
Arma,arma,arma,N2,a2855,n,NcB
Arma,arma,armo,V1,a2888,,VmF
Arma,arma,armon,N2,a2889,n,NcB
adsueta,adsueta,assuesco,V3,a3194,,VmH
tibi,tibi,tu,PR,t1483,,Pq-
umeris,umeris,umerus,N2,u0988,m,NcB
ponam,ponam,pono,V3,p2562,,VmH
debita,debita,debitum,N2,d0070,n,NcB
debita,debita,debeo,V2,d0101,,VmG
mea,mea,meo,V1,m0768,,VmF
mea,mea,meus,PR,m0919,*,Ps-
mea,mea,meum,N2,m0920,n,NcB
prospera,prospera,prosper/-us,N2/1,p4124,*,Af-
prospera,prospera,prospero,V1,p4126,,VmF
confirmas,confirmas,confirmo,V1,c3256,,VmF
Venus,uenus,uenus,N3B,u0331,f,NcC
Venus,uenus,uenus,N4,u0470,f,NcD
Venus,uenus,uenus,N2,u0396,f,NcB
vota,uota,ueto,V1,u0539,,VmF
vota,uota,uoueo,V2,u1227,,VmG
vota,uota,uotum/-us,N2,u9882,1,NcB
Syntrophus,syntrophus,syntrophus,N2,s4000,m,NcB
cunnum,cunnum,cunnus,N2,c4643,m,NcB
canis,canis,canis/-es,N3B,c0409,2,NcC
canis,canis,canis/-es,N3B,c0409,2,NcC
canis,canis,cano,V3,c0428,,VmH
canis,canis,cani,N2,c0472,m,NcB
canis,canis,canus,N2/1,c0472,*,Af-
noli,noli,nolo,VA,n0489,,VmN
lingere,lingere,lingo,V3,l0821,,VmH
puellis,puellis,puella,N1,p2919,f,NcA
puellis,puellis,puellus,N2,p3224,m,NcB
ego,ego,ego,PR,e0218,,Pq-
Hic,hic,hic,PR,h0360,,Py-
bis,bis,bis,I,b0418,,X--
futui,futui,futuo,V3,f1265,,VmH
futui,futui,futuo,V3,f1265,,VmH
formae,formae,forma,N1,f0832,f,NcA
formae,formae,formus,N2/1,f0865,*,Af-
Quintum,quintum,quintus,N2/1,q0144,*,Ao-
Mimus,mimus,mimus,N2,m1005,m,NcB
Lucii,lucii,lucius,N2,l1100,m,NcB
liberta,liberta,liberta,N1,l0238,f,NcA
liberta,liberta,libertus,N2/1,l0224,*,Af-
Regulo,regulo,regulus,N2,r0320,m,NcB
Regulo,regulo,regulo/-or,V1,r1159,,VmF
verpa,uerpa,uerpa,N1,u0413,f,NcA
verpa,uerpa,uerpus,N2/1,u0413,*,Af-
quia,quia,quia,I,q0199,,X--
habenam,habenam,habena,N1,h0001,f,NcA
coliculum,coliculum,cauliculus,N2,c0974,m,NcB
betam,betam,beta,N1,b0287,f,NcA
betam,betam,bito,V3,b0436,,VmH
betam,betam,beta,N1,b0801,f,NcA
mentam,mentam,menta,N1,m0755,f,NcA
mentam,mentam,miniscor,V3,m1033,,VmH
Dominae,dominae,domina,N1,d0165,f,NcA
Domino,domino,dominus,N2,d0210,m,NcB
Domino,domino,domino,V1,d1471,,VmF
Severo,seuero,seuerus,N2/1,s1507,*,Af-
Severo,seuero,sero,V3,s1384,,VmH
sed,sed,se,PR,s0844,,Px-
sed,sed,sed,I,s0902,,X--
sed,sed,sine,I,s1737,,X--
irrumo,irrumo,irrumo,V1,i2905,,VmF
Decembris,decembris,december,N3A,d0145,*,Af-
filio,filio,filius,N2,f0538,m,NcB
Idibus,idibus,idus,N4,i9914,f,NcD
axungiam,axungiam,axungia,N1,a3661,f,NcA
alium,alium,alius,PR,a1506,*,Pu-
alium,alium,alium,N2,a1382,n,NcB
manipulos,manipulos,manipulus,N2,m0301,m,NcB
Propero,propero,propero,V1,p3969,,VmF
Propero,propero,properus,N2/1,p3971,*,Af-
fac,fac,facio,V5,f0048,,VmM
Sitio,sitio,sitio,V4,s1804,,VmL
curatores,curatores,curator,N3B,c4676,m,NcC
essetis,essetis,e'do,VA,e0094,,VmN
essetis,essetis,sum,VA,s3436,,VaN
vos,uos,uos,PR,u1223,,Pq-
viri,uiri,uirus,N2,u0803,,NcB
viri,uiri,uir,N2,u0750,m,NcB
boni,boni,bonus,N2/1,b0537,*,Af-
boni,boni,bonum,N2,b0144,n,NcB
commeatum,commeatum,commeatus,N4,c9867,m,NcD
commeatum,commeatum,commeo,V1,c2658,,VmF
commeatum,commeatum,commeo,V1,c2658,,VmF
tempus,tempus,tempus,N3B,t0008,n,NcC
tempus,tempus,tempus,N3B,t0264,n,NcC
daretis,daretis,do,V1,d2066,,VmF
negatis,negatis,nego,V1,n0185,,VmF
negatis,negatis,nego,V1,n0185,,VmF
semper,semper,semper,I,s1187,,X--
nunc,nunc,nunc,I,n0670,,X--
diem,diem,dies,N5,d1378,2,NcE
praebuit,praebuit,praebeo,V2,p2796,,VmG
Petilius,petilius,petilus,N2/1,p1801,*,Af-
Surus,surus,surus,N2,s3833,m,NcB
Marco,marco,marcus,N2,m0377,m,NcB
Marco,marco,marcus,N2,m0944,m,NcB
ornamenta,ornamenta,ornamentum,N2,o1012,n,NcB
Siloni,siloni,silo,N3B,s8660,m,NcC
Fausto,fausto,faustus,N2/1,f0287,*,Af-
causa,causa,causa,N1,c0995,f,NcA
causa,causa,causor/-o,V1,c1012,,VmF
honoris,honoris,honor/honos,N3B,h0539,m,NcC
honoris,honoris,honorus,N2/1,h0550,*,Af-
Suri,suri,surio,V4,s3831,,VmL
Suri,suri,surus,N2,s3833,m,NcB
Issa,issa,ipse,PR,i2780,*,P3-
ante,ante,ante,I,a2109,,X--
Decembres,decembres,december,N3A,d0145,*,Af-
Auctus,auctus,augeo,V2,a3471,,VmG
Auctus,auctus,auctus,N4,a3499,m,NcD
Acutus,acutus,acuo,V3,a0464,,VmH
Acutus,acutus,acutus,N4,a9992,m,NcD
locum,locum,locus,N2,l0360,m,NcB
locum,locum,locum,N2,l0379,n,NcB
duxerunt,duxerunt,duco,V3,d2279,,VmH
mulierum,mulierum,mulier,N3B,m1595,f,NcC
pretium,pretium,pretium,N2,p3520,n,NcB
singulos,singulos,singulus,N2/1,s0275,*,Ad-
Lentulo,lentulo,lentulus,N2/1,l0544,*,Af-
Lucio,lucio,lucius,N2,l1100,m,NcB
homines,homines,homo,N3B,h0518,m,NcC
Felices,felices,felix,N3A,f0327,*,Af-
Felices,felices,filix,N3B,f0539,f,NcC
valete,ualete,ualeo,V2,u0050,,VmG
Iuniae,iuniae,iunius,N2/1,i3222,*,Af-
Liberalis,liberalis,liberalis,N3A,l0677,*,Af-
Postumi,postumi,postumus,N2,p2752,m,NcB
Postumi,postumi,postumus,N2/1,p2752,*,Af-
Postumi,postumi,postumum,N2,p2752,n,NcB
Procule,procule,proculus,N2/1,p3689,*,Af-
Venimus,uenimus,ueneo,VA,u0284,,VmN
Venimus,uenimus,uenio,V4,u0300,,VmL
Venimus,uenimus,uenio,V4,u0300,,VmL
scribit,scribit,scribo,V3,s0758,,VmH
cupidi,cupidi,cupidus,N2/1,c4651,*,Af-
Auli,auli,aulos/-us,N2,a3518,m,NcB
admiror,admiror,admiror/-o,V1,a0668,,VmF
Ad,ad,ad,I,a0479,,X--
Ad,ad,at,I,a0547,,X--
paries,paries,paries,N3B,p0403,m,NcC
paries,paries,pario,V1,p0410,,VmF
paries,paries,pario,V5,p0411,,VmM
cecidisse,cecidisse,cado,V3,c0061,,VmH
cecidisse,cecidisse,caedo,V3,c0083,,VmH
ruina,ruina,ruina,N1,r0886,f,NcA
mihi,mihi,ego,PR,e0218,,Pq-
Dic,dic,dico,V3,d1350,,VmH
cinaedus,cinaedus,cinaedus,N2,c1631,m,NcB
cinaedus,cinaedus,cinaedus,N2/1,c1631,*,Af-
scito,scito,scitum,N2,s9950,n,NcB
scito,scito,scio,V4,s0654,,VmL
scito,scito,scio,V4,s0654,,VmL
Ex,ex,ex,I,e1167,,X--
primus,primus,primus,N2/1,p3562,*,Ao-
ordinis,ordinis,ordo,N3B,o0979,m,NcC
Firmus,firmus,firmus,N2/1,f0564,*,Af-
lardi,lardi,laridum,N2,l0303,n,NcB
Vinum,uinum,uinum/-us,N2,u0729,1,NcB
Oleum,oleum,olea,N1,o0617,f,NcA
Oleum,oleum,oleum,N2,o0617,n,NcB
Marcum,marcum,marcus,N2,m0377,m,NcB
Marcum,marcum,marcus,N2,m0944,m,NcB
socius,socius,socius,N2/1,s1844,*,Af-
socius,socius,socius,N2/1,s1844,*,Af-
socius,socius,socius,N2,s1844,m,NcB
Acanthus,acanthus,acanthus/-os,N2,a0225,m,NcB
Mille,mille,mille,N,m0992,,AnP
Mille,mille,mille,N,m0992,,NnP
Mille,mille,millus,N2,m0663,m,NcB
Sumptus,sumptus,sumo,V3,s3452,,VmH
Sumptus,sumptus,sumptus,N4,s9980,m,NcD
dederit,dederit,do,V1,d2066,,VmF
docendi,docendi,doceo,V2,d2067,,VmG
docendi,docendi,doceo,V2,d2067,,VmG
habeat,habeat,habeo,V2,h0004,,VmG
mercedem,mercedem,merces,N3B,m0785,f,NcC
petit,petit,peto,V3,p1809,,VmH
petit,petit,peto,V3,p1809,,VmH
quod,quod,qui,PR,q9410,,P7-
puer,puer,puer/-us,N2,p2247,m,NcB
stationem,stationem,statio,N3B,s2391,f,NcC
salutem,salutem,salus,N3B,s0233,f,NcC
salutem,salutem,saluto,V1,s0245,,VmF
Stratus,stratus,sterno,V3,s2452,,VmH
Stratus,stratus,stratus,N4,s9943,m,NcD
Licinius,licinius,licinus,N2/1,l0724,*,Af-
cave,caue,caueo,V2,c0949,,VmG
cave,caue,cauum/-us,N2,c1028,1,NcB
cave,caue,cauus,N2/1,c1028,*,Af-
Eros,eros,erus,N2,e0843,m,NcB
Quintus,quintus,quintus,N2/1,q0144,*,Ao-
habitamus,habitamus,habito,V1,h0015,,VmF
dii,dii,deus,N2,d1193,m,NcB
dii,dii,dies,N5,d1378,2,NcE
dii,dii,dius,N2/1,d1461,*,Af-
dii,dii,dium,N2,d2047,n,NcB
Rufus,rufus,rufus,N2/1,r0878,*,Af-
Bacchis,bacchis,bacchi'us,N2/1,b0021,*,Af-
Bacchis,bacchis,bacchus,N2,b0023,m,NcB
Bacchis,bacchis,bacca,N1,b0038,f,NcA
Bacchis,bacchis,bacchi"us,N2/1,b9691,*,Af-
Bacchis,bacchis,bacchius,N2,b9691,m,NcB
Bacchis,bacchis,uacca,N1,u0003,f,NcA
Paeoniam,paeoniam,paeonia,N1,p0061,f,NcA
Paeoniam,paeoniam,paeonius,N2/1,p0061,*,Af-
Asellam,asellam,asella,N1,a3045,f,NcA
Sentius,sentius,sentus,N2/1,s1248,*,Af-
Numina,numina,numen,N3B,n0651,n,NcC
tuis,tuis,tuus/-os,PR,t1849,*,Ps-
choreis,choreis,chorea,N1,c1493,f,NcA
choreis,choreis,choreus,N2,c1495,m,NcB
Chreste,chreste,chreston,N2,c1508,m,NcB
ipsime,ipsime,ipsimus,N2,i0019,m,NcB
renibus,renibus,ren,N3B,r0395,m,NcC
male,male,malis,N3B,m0192,f,NcC
male,male,malus,N2/1,m0216,*,Af-
male,male,malus,N2,m0218,m,NcB
male,male,malus,N2,m0219,f,NcB
Quacumque,quacumque,quicumque,PR,q9207,,P2-
Quacumque,quacumque,qui,PR,q9410,,P7-
Quacumque,quacumque,cupressus,N2,c2478,f,NcB
multo,multo,multus,N2/1,m1695,*,Af-
multo,multo,multo,V1,m1693,,VmF
multo,multo,multus,N2/1,m1695,*,Af-
multo,multo,multum,N2,m1696,n,NcB
ire,ire,hir/ir,N3B,h0434,1,NcC
ire,ire,iris,N3B,i2795,f,NcC
ire,ire,eo,VA,e0655,,VaN
magis,magis,magis,N3B,m0096,m,NcC
magis,magis,magis,I,m0095,,X--
magis,magis,magus,N2,m0134,m,NcB
magis,magis,magus,N2/1,m0134,*,Af-
magis,magis,maga,N1,m0134,f,NcA
Statius,statius,sisto,V3,s1791,,VmH
Statius,statius,sto,V1,s1430,,VmF
Modestus,modestus,modestus,N2/1,m1169,*,Af-
quid,quid,quis,PR,q0198,,P4-
oculi,oculi,oculus,N2,o0502,m,NcB
postquam,postquam,postquam,I,p7735,,X--
deduxistis,deduxistis,deduco,V3,d0323,,VmH
ignem,ignem,ignis,N3B,i0144,m,NcC
vestris,uestris,uester,PR,u0496,*,Ps-
vim,uim,uis,N3B,u0804,,NcC
largificatis,largificatis,largifico,V1,l0289,,VmF
largificatis,largificatis,largifico,V1,l0289,,VmF
porro,porro,porro,I,p2643,,X--
porro,porro,porrum/-us,N2,p2644,1,NcB
lacrumae,lacrumae,lacrima,N1,l0069,f,NcA
possunt,possunt,possum,VA,p2697,,VmN
flammam,flammam,flamma,N1,f0623,f,NcA
restinguere,restinguere,restinguo,V3,r1362,,VmH
haec,haec,hic,PR,h0360,,Py-
tabificantque,tabificantque,tabifico,V1,t0017,,VmF
incendunt,incendunt,incendo,V3,i0858,,VmH
animum,animum,anima,N1,a2028,f,NcA
animum,animum,animus,N2,a2046,m,NcB
Cuius,cuius,quis,PR,q0198,,P4-
Cuius,cuius,qui,PR,q9410,,P7-
Cuius,cuius,cuius,PR,c4530,*,P5-
Bonum,bonum,bonus,N2/1,b0537,*,Af-
Bonum,bonum,bonum,N2,b0144,n,NcB
Virum,uirum,uir,N2,u0750,m,NcB
oro,oro,aurum,N2,a3585,n,NcB
oro,oro,orum,N2,o0923,n,NcB
oro,oro,oro,V1,o1027,,VmF
faciatis,faciatis,facio,V5,f0048,,VmM
amor,amor,amor,N3B,a1716,m,NcC
amor,amor,amo,V1,a1705,,VmF
novisti,nouisti,nosco,V3,n0534,,VmH
valeat,ualeat,ualeo,V2,u0050,,VmG
hominem,hominem,homo,N3B,h0518,m,NcC
commiseresce,commiseresce,commiseresco,V3,c2097,,VmH
scis,scis,scio,V4,s0654,,VmL
scis,scis,scius,N2/1,s0684,*,Af-
veniam,ueniam,uenia,N1,u0296,f,NcA
veniam,ueniam,uenio,V4,u0300,,VmL
flos,flos,flos,N3B,f0703,m,NcC
Veneris,ueneris,uenus,N3B,u0331,f,NcC
Veneris,ueneris,uenio,V4,u0300,,VmL
Veneris,ueneris,uenor,V1,u0302,,VmF
vidisti,uidisti,uideo,V2,u0626,,VmG
equo,equo,equus/-os,N2,e0555,m,NcB
Cum,cum,cum,I,c4579,,X--
Cum,cum,cum,I,c4584,,X--
Conticuere,conticuere,conticeo,V2,c3740,,VmG
